Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Sde-ABul_001-Ex1-cssl	83220164.0	2117650.0	930.0	148418.0	235534.0	0.0
Sde-ABul_002-Ex1-cssl	74202592.0	2619272.0	746.0	266716.0	324304.0	0.0
Sde-ABul_003-Ex1-cssl	90695664.0	2261036.0	1082.0	162294.0	288460.0	0.0
Sde-ABul_004-Ex1-cssl	86072160.0	1808646.0	906.0	161902.0	250118.0	0.0
Sde-ABul_006-Ex1-cssl	45175516.0	2335000.0	436.0	132070.0	287246.0	0.0
Sde-ABul_007-Ex1-cssl	84268380.0	1848774.0	930.0	129574.0	242546.0	0.0
Sde-ABul_008-Ex1-cssl	22415440.0	751760.0	166.0	29898.0	101848.0	0.0
Sde-ABul_009-Ex1-cssl	77718330.0	3425778.0	812.0	324378.0	414104.0	0.0
Sde-ABul_011-Ex1-cssl	3074610.0	370726.0	26.0	26790.0	56188.0	0.0
Sde-ABul_014-Ex1-cssl	74875542.0	2818444.0	768.0	141832.0	406510.0	0.0
Sde-ABul_016-Ex1-cssl	71235020.0	1480858.0	766.0	35006.0	166662.0	0.0
Sde-ABul_017-Ex1-cssl	98735394.0	2245388.0	1228.0	66468.0	195596.0	0.0
Sde-ABul_018-Ex1-cssl	46407164.0	1094716.0	478.0	19090.0	144134.0	0.0
Sde-ABul_019-Ex1-cssl	88578204.0	1473262.0	874.0	46272.0	176404.0	0.0
Sde-ABul_020-Ex1-cssl	34482160.0	5823266.0	332.0	354572.0	922616.0	0.0
Sde-ABul_021-Ex1-cssl	92073296.0	2872390.0	1086.0	144488.0	322462.0	0.0
Sde-ABul_022-Ex1-cssl	33935556.0	6933814.0	330.0	387160.0	923764.0	0.0
Sde-ABul_024-Ex1-cssl	43337206.0	2449684.0	462.0	50104.0	225866.0	0.0
Sde-ABul_027-Ex1-cssl	71378638.0	1311668.0	794.0	31042.0	122028.0	0.0
Sde-ABul_028-Ex1-cssl	49254822.0	741570.0	544.0	14670.0	85150.0	0.0
Sde-ABul_029-Ex1-cssl	83270176.0	1745014.0	942.0	47862.0	210706.0	0.0
Sde-ABul_030-Ex1-cssl	62351948.0	3651188.0	652.0	138208.0	380990.0	0.0
Sde-ABul_031-Ex1-cssl	31593882.0	2969864.0	304.0	98970.0	264142.0	0.0
Sde-ABul_032-Ex1-cssl	3859616.0	2546306.0	38.0	90994.0	222770.0	0.0
Sde-ABul_034-Ex1-cssl	32055716.0	1659210.0	282.0	37076.0	144650.0	0.0
Sde-ABul_035-Ex1-cssl	71588976.0	1777118.0	694.0	58860.0	177740.0	0.0
Sde-ABul_039-Ex1-cssl	86159262.0	1845178.0	860.0	118440.0	236110.0	0.0
Sde-ABul_040-Ex1-cssl	88086522.0	1501560.0	1092.0	78278.0	197720.0	0.0
Sde-ABul_041-Ex1-cssl	67640168.0	1218106.0	740.0	35062.0	158332.0	0.0
Sde-ABul_042-Ex1-cssl	126229742.0	1988808.0	1356.0	63586.0	233578.0	0.0
Sde-ABul_043-Ex1-cssl	71470650.0	1387362.0	612.0	46868.0	191898.0	0.0
Sde-ABul_046-Ex1-cssl	15065002.0	1134258.0	104.0	97984.0	156492.0	0.0
Sde-ABul_047-Ex1-cssl	62144694.0	2202688.0	588.0	194944.0	330166.0	0.0
Sde-ABul_049-Ex1-cssl	40073072.0	1080036.0	342.0	47786.0	124120.0	0.0
Sde-ABul_050-Ex1-cssl	62220486.0	1303070.0	548.0	93798.0	147628.0	0.0
Sde-ABul_051-Ex1-cssl	94334610.0	1907528.0	998.0	163002.0	250450.0	0.0
Sde-ABul_052-Ex1-cssl	77730822.0	1260846.0	846.0	45072.0	167490.0	0.0
Sde-ABul_053-Ex1-cssl	80921090.0	1208714.0	850.0	56036.0	261222.0	0.0
Sde-ABul_054-Ex1-cssl	92969428.0	1474472.0	892.0	41574.0	209792.0	0.0
Sde-ABul_055-Ex1-cssl	94061282.0	1777310.0	1018.0	62658.0	231620.0	0.0
Sde-ABul_056-Ex1-cssl	68881732.0	1463728.0	660.0	85190.0	178442.0	0.0
Sde-ABul_057-Ex1-cssl	23632400.0	1782058.0	176.0	214212.0	208574.0	0.0
Sde-ABul_058-Ex1-cssl	75000336.0	2887792.0	798.0	203012.0	254336.0	0.0
Sde-ABul_059-Ex1-cssl	80995556.0	2504430.0	844.0	226076.0	297920.0	0.0
Sde-ABul_060-Ex1-cssl	55339906.0	2379592.0	524.0	238752.0	281950.0	0.0
Sde-ABul_061-Ex1-cssl	88128970.0	1500360.0	822.0	95694.0	168428.0	0.0
Sde-ABul_062-Ex1-cssl	18580734.0	775444.0	180.0	33504.0	94146.0	0.0
Sde-ABul_063-Ex1-cssl	112339578.0	2157818.0	1266.0	155984.0	226412.0	0.0
Sde-ABul_065-Ex1-cssl	48662476.0	1600878.0	444.0	34980.0	190174.0	0.0
Sde-ABul_066-Ex1-cssl	157552138.0	3390652.0	1854.0	93844.0	344058.0	0.0
Sde-ABul_067-Ex1-cssl	105936434.0	2107450.0	1208.0	85488.0	260422.0	0.0
Sde-ABul_068-Ex1-cssl	56851560.0	2125248.0	526.0	131480.0	243892.0	0.0
Sde-ABul_069-Ex1-cssl	104184670.0	3273810.0	1104.0	322600.0	376814.0	0.0
Sde-ABul_070-Ex1-cssl	91281026.0	4150880.0	988.0	409112.0	438336.0	0.0
Sde-ABul_071-Ex1-cssl	86570286.0	2809304.0	922.0	232828.0	296484.0	0.0
Sde-ABul_072-Ex1-cssl	95957466.0	3338740.0	950.0	153732.0	335982.0	0.0
Sde-ABul_073-Ex1-cssl	76817988.0	1857508.0	750.0	47460.0	188032.0	0.0
Sde-ABul_074-Ex1-cssl	81150958.0	2915912.0	862.0	101426.0	331162.0	0.0
Sde-ABul_075-Ex1-cssl	83871754.0	1868354.0	802.0	71796.0	217414.0	0.0
Sde-ABul_076-Ex1-cssl	76334532.0	2043780.0	758.0	64112.0	279078.0	0.0
Sde-ABul_077-Ex1-cssl	110713630.0	2460164.0	1154.0	71434.0	278570.0	0.0
Sde-ABul_078-Ex1-cssl	140493980.0	3300682.0	1406.0	80240.0	381158.0	0.0
Sde-ABul_079-Ex1-cssl	79875804.0	5178152.0	764.0	156726.0	709958.0	0.0
Sde-ABul_080-Ex1-cssl	86834994.0	2990156.0	888.0	101984.0	369294.0	0.0
Sde-ABul_081-Ex1-cssl	76034276.0	2514090.0	896.0	115214.0	300828.0	0.0
Sde-ABul_082-Ex1-cssl	27521358.0	4011022.0	222.0	146536.0	465624.0	0.0
Sde-ABul_083-Ex1-cssl	21071240.0	4115476.0	162.0	167518.0	525334.0	0.0
Sde-ABul_085-Ex1-cssl	33131550.0	1105922.0	324.0	52808.0	157156.0	0.0
Sde-ABul_086-Ex1-cssl	52634442.0	2140638.0	506.0	124288.0	266446.0	0.0
Sde-ABul_087-Ex1-cssl	65680110.0	1720232.0	622.0	127758.0	249262.0	0.0
Sde-ABul_089-Ex1-cssl	87995522.0	1574700.0	830.0	81854.0	236332.0	0.0
Sde-ABul_090-Ex1-cssl	112552584.0	6240288.0	1106.0	646446.0	852942.0	0.0
Sde-ABul_091-Ex1-cssl	96389722.0	1726034.0	1140.0	106162.0	259364.0	0.0
Sde-ABul_092-Ex1-cssl	104838376.0	2989630.0	1376.0	271070.0	390462.0	0.0
Sde-ABul_093-Ex1-cssl	96038118.0	3156726.0	1042.0	233620.0	422302.0	0.0
Sde-ABul_094-Ex1-cssl	57252994.0	2543230.0	582.0	232844.0	327200.0	0.0
Sde-ABul_095-Ex1-cssl	48887796.0	2199842.0	528.0	188176.0	277984.0	0.0
Sde-ABul_096-Ex1-cssl	59276498.0	1542020.0	616.0	95790.0	212946.0	0.0
Sde-AGui_001-Ex1-cssl	22412810.0	1549340.0	170.0	83738.0	420006.0	0.0
Sde-AGui_002-Ex1-cssl	7303848.0	407138.0	66.0	11998.0	115406.0	0.0
Sde-AGui_003-Ex1-cssl	15959886.0	649582.0	214.0	17266.0	138482.0	0.0
Sde-AGui_004-Ex1-cssl	8830622.0	371072.0	108.0	19400.0	103776.0	0.0
Sde-AGui_005-Ex1-cssl	5750444.0	412688.0	58.0	8070.0	91264.0	0.0
Sde-AGui_006-Ex1-cssl	7264082.0	318590.0	60.0	20418.0	76900.0	0.0
Sde-AGui_007-Ex1-cssl	11185442.0	482772.0	124.0	13854.0	107534.0	0.0
Sde-AGui_008-Ex1-cssl	4527832.0	268406.0	24.0	9116.0	55996.0	0.0
Sde-AGui_009-Ex1-cssl	9985614.0	495752.0	108.0	23408.0	113172.0	0.0
Sde-AGui_010-Ex1-cssl	6899140.0	293908.0	42.0	11198.0	88852.0	0.0
Sde-AGui_011-Ex1-cssl	9069272.0	700234.0	78.0	20506.0	173092.0	0.0
Sde-AGui_012-Ex1-cssl	2654932.0	282716.0	26.0	14818.0	73448.0	0.0
Sde-AGui_013-Ex1-cssl	5677644.0	729894.0	38.0	22074.0	186034.0	0.0
Sde-AGui_014-Ex1-cssl	11640000.0	1369708.0	92.0	91504.0	311278.0	0.0
Sde-AGui_015-Ex1-cssl	10412198.0	1245750.0	106.0	40720.0	334456.0	0.0
Sde-AGui_016-Ex1-cssl	4890046.0	399806.0	24.0	15204.0	77066.0	0.0
Sde-AGui_017-Ex1-cssl	4849516.0	340478.0	52.0	16946.0	86732.0	0.0
Sde-AGui_018-Ex1-cssl	7940310.0	389588.0	120.0	11954.0	86112.0	0.0
Sde-AGui_019-Ex1-cssl	14928772.0	1249804.0	166.0	29022.0	286996.0	0.0
Sde-AGui_020-Ex1-cssl	5634948.0	508684.0	50.0	15856.0	128828.0	0.0
Sde-AGui_021-Ex1-cssl	12749778.0	1418596.0	102.0	32418.0	337002.0	0.0
