Sample	command
Tbi-ARos_011_Ex1b_L4_clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Tbi-ARos_011_Ex1b_L4_clmp.r1.fq.gz --in2 fq_fp1_clmp/Tbi-ARos_011_Ex1b_L4_clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Tbi-ARos_011_Ex1b_L4_clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Tbi-ARos_011_Ex1b_L4_clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Tbi-ARos_011_Ex1b_L4_clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Tbi-ARos_011_Ex1b_L4_clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Tbi-ARos_011_Ex1b_L4_clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Tbi-ARos_011_Ex1b_L4_clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Tbi-ARos_011_Ex1b_L4_clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 15 --trim_front2 15 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Tbi-ARos_012_Ex1b_L4_clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Tbi-ARos_012_Ex1b_L4_clmp.r1.fq.gz --in2 fq_fp1_clmp/Tbi-ARos_012_Ex1b_L4_clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Tbi-ARos_012_Ex1b_L4_clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Tbi-ARos_012_Ex1b_L4_clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Tbi-ARos_012_Ex1b_L4_clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Tbi-ARos_012_Ex1b_L4_clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Tbi-ARos_012_Ex1b_L4_clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Tbi-ARos_012_Ex1b_L4_clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Tbi-ARos_012_Ex1b_L4_clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 15 --trim_front2 15 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Tbi-ARos_013_Ex1b_L4_clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Tbi-ARos_013_Ex1b_L4_clmp.r1.fq.gz --in2 fq_fp1_clmp/Tbi-ARos_013_Ex1b_L4_clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Tbi-ARos_013_Ex1b_L4_clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Tbi-ARos_013_Ex1b_L4_clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Tbi-ARos_013_Ex1b_L4_clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Tbi-ARos_013_Ex1b_L4_clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Tbi-ARos_013_Ex1b_L4_clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Tbi-ARos_013_Ex1b_L4_clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Tbi-ARos_013_Ex1b_L4_clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 15 --trim_front2 15 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Tbi-ARos_014_Ex1b_L4_clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Tbi-ARos_014_Ex1b_L4_clmp.r1.fq.gz --in2 fq_fp1_clmp/Tbi-ARos_014_Ex1b_L4_clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Tbi-ARos_014_Ex1b_L4_clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Tbi-ARos_014_Ex1b_L4_clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Tbi-ARos_014_Ex1b_L4_clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Tbi-ARos_014_Ex1b_L4_clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Tbi-ARos_014_Ex1b_L4_clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Tbi-ARos_014_Ex1b_L4_clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Tbi-ARos_014_Ex1b_L4_clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 15 --trim_front2 15 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Tbi-ARos_015_Ex1b_L4_clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Tbi-ARos_015_Ex1b_L4_clmp.r1.fq.gz --in2 fq_fp1_clmp/Tbi-ARos_015_Ex1b_L4_clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Tbi-ARos_015_Ex1b_L4_clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Tbi-ARos_015_Ex1b_L4_clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Tbi-ARos_015_Ex1b_L4_clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Tbi-ARos_015_Ex1b_L4_clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Tbi-ARos_015_Ex1b_L4_clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Tbi-ARos_015_Ex1b_L4_clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Tbi-ARos_015_Ex1b_L4_clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 15 --trim_front2 15 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Tbi-ARos_016_Ex1b_L4_clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Tbi-ARos_016_Ex1b_L4_clmp.r1.fq.gz --in2 fq_fp1_clmp/Tbi-ARos_016_Ex1b_L4_clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Tbi-ARos_016_Ex1b_L4_clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Tbi-ARos_016_Ex1b_L4_clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Tbi-ARos_016_Ex1b_L4_clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Tbi-ARos_016_Ex1b_L4_clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Tbi-ARos_016_Ex1b_L4_clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Tbi-ARos_016_Ex1b_L4_clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Tbi-ARos_016_Ex1b_L4_clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 15 --trim_front2 15 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Tbi-ARos_017_Ex1b_L4_clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Tbi-ARos_017_Ex1b_L4_clmp.r1.fq.gz --in2 fq_fp1_clmp/Tbi-ARos_017_Ex1b_L4_clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Tbi-ARos_017_Ex1b_L4_clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Tbi-ARos_017_Ex1b_L4_clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Tbi-ARos_017_Ex1b_L4_clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Tbi-ARos_017_Ex1b_L4_clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Tbi-ARos_017_Ex1b_L4_clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Tbi-ARos_017_Ex1b_L4_clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Tbi-ARos_017_Ex1b_L4_clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 15 --trim_front2 15 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Tbi-ARos_018_Ex1b_L4_clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Tbi-ARos_018_Ex1b_L4_clmp.r1.fq.gz --in2 fq_fp1_clmp/Tbi-ARos_018_Ex1b_L4_clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Tbi-ARos_018_Ex1b_L4_clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Tbi-ARos_018_Ex1b_L4_clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Tbi-ARos_018_Ex1b_L4_clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Tbi-ARos_018_Ex1b_L4_clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Tbi-ARos_018_Ex1b_L4_clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Tbi-ARos_018_Ex1b_L4_clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Tbi-ARos_018_Ex1b_L4_clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 15 --trim_front2 15 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Tbi-ARos_019_Ex1b_L4_clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Tbi-ARos_019_Ex1b_L4_clmp.r1.fq.gz --in2 fq_fp1_clmp/Tbi-ARos_019_Ex1b_L4_clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Tbi-ARos_019_Ex1b_L4_clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Tbi-ARos_019_Ex1b_L4_clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Tbi-ARos_019_Ex1b_L4_clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Tbi-ARos_019_Ex1b_L4_clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Tbi-ARos_019_Ex1b_L4_clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Tbi-ARos_019_Ex1b_L4_clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Tbi-ARos_019_Ex1b_L4_clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 15 --trim_front2 15 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Tbi-ARos_020_Ex1b_L4_clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Tbi-ARos_020_Ex1b_L4_clmp.r1.fq.gz --in2 fq_fp1_clmp/Tbi-ARos_020_Ex1b_L4_clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Tbi-ARos_020_Ex1b_L4_clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Tbi-ARos_020_Ex1b_L4_clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Tbi-ARos_020_Ex1b_L4_clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Tbi-ARos_020_Ex1b_L4_clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Tbi-ARos_020_Ex1b_L4_clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Tbi-ARos_020_Ex1b_L4_clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Tbi-ARos_020_Ex1b_L4_clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 15 --trim_front2 15 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
